model_full_name,year,brand,sub_model,value_type,engine,miles,price
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
